,0
1,0.007612645626068115
3,0.008135557174682617
4,0.005655924479166667
5,0.06100201606750488
6,0.014906883239746094
7,0.02847898006439209
9,0.012176871299743652
12,0.018617749214172363
15,0.017556190490722656
16,0.020929654439290363
17,0.020231008529663086
18,0.04717564582824707
19,0.03966867923736572
20,0.08566077550252278
21,0.02038423220316569
23,0.019152522087097168
24,0.027888059616088867
25,0.014689763387044271
28,0.026814818382263184
32,0.01730489730834961
35,0.1844487190246582
36,0.12470924854278564
37,0.03416180610656738
44,0.028392553329467773
47,0.027718782424926758
49,0.023061275482177734
50,0.3607926368713379
53,0.1928156614303589
68,0.39678406715393066
70,0.3259420394897461
73,0.4325563907623291
84,0.41765105724334717
92,0.027524471282958984
99,0.03414797782897949
100,0.1311333179473877
131,0.7843217849731445
142,0.051215569178263344
148,0.8615283966064453
150,0.7691564559936523
151,1.0084774494171143
164,0.9775576591491699
173,0.4969601631164551
178,1.0134057998657227
211,0.5725681781768799
215,0.4190633296966553
228,0.9250752925872803
233,1.469470500946045
270,0.46275925636291504
273,1.2736496925354004
275,0.5612955093383789
320,1.0280630588531494
338,1.7705018520355225
342,1.4260954856872559
403,1.43436861038208
467,1.7453422546386719
485,0.6515598297119141
555,2.561138868331909
612,1.9562900066375732
631,2.0380923748016357
778,3.7694478034973145
786,0.8709797859191895
954,2.234084367752075
986,1.5588977336883545
1206,3.8533196449279785
1221,1.5894465446472168
1336,5.9849793910980225
1776,2.2086799144744873
1914,2.9243149757385254
1993,2.799980401992798
3009,5.143198251724243
3073,5.522826194763184
3213,4.5908777713775635
3439,4.6663079261779785
4813,6.187909841537476
5321,11.517122983932495
6050,10.0840904712677
6373,1.9548401832580566
6395,1.9152543544769287
6439,1.9902493953704834
6723,22.71352481842041
8763,11.250254154205322
9462,12.635442972183228
10000,2.2736004988352456
10223,19.95087432861328
10619,12.837867975234985
11414,17.9992253780365
13658,22.692389965057373
17159,25.81019639968872
17936,27.822052478790283
18852,25.774577379226685
22445,39.02139210700989
24379,69.58928918838501
27126,54.632699966430664
33827,48.37783646583557
34881,60.91039562225342
38046,55.906434059143066
38577,52.72277879714966
49829,126.57233476638794
54766,139.57773160934448
64283,105.77640318870544
69380,157.7749011516571
128744,202.7071807384491
187112,291.69355058670044
